modality,brain_id,region,section,file_path,filename,subfolder,shape,dtype,axes,n_pages,parse_status,suffix_tags,year,total_sections,thickness,magnification,exposure,channel,filter_code
autofluorescence,B13,A1,R2,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\B13_A1\AF_LF_200um_B132024A1_R2of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024A1_R2of3_4x_1000ms_yellow_15126_stats.tif,B13_A1,"(1831, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
autofluorescence,B13,A1,R3,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\B13_A1\AF_LF_200um_B132024A1_R3of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024A1_R3of3_4x_1000ms_yellow_15126_stats.tif,B13_A1,"(2450, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
autofluorescence,B13,a2,R1,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\b13_A2\AF_LF_200um_B132024a2_R1of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024a2_R1of3_4x_1000ms_yellow_15126_stats.tif,b13_A2,"(2322, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
autofluorescence,B13,a2,R2,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\b13_A2\AF_LF_200um_B132024a2_R2of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024a2_R2of3_4x_1000ms_yellow_15126_stats.tif,b13_A2,"(3870, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
autofluorescence,B13,a2,R3,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\b13_A2\AF_LF_200um_B132024a2_R3of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024a2_R3of3_4x_1000ms_yellow_15126_stats.tif,b13_A2,"(2000, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
autofluorescence,B13,broca,R1,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\B13_Broca\AF_LF_200um_B132024broca_R1of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024broca_R1of3_4x_1000ms_yellow_15126_stats.tif,B13_Broca,"(2538, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
autofluorescence,B13,broca,R2,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\B13_Broca\AF_LF_200um_B132024broca_R2of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024broca_R2of3_4x_1000ms_yellow_15126_stats.tif,B13_Broca,"(1800, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
autofluorescence,B13,broca,R3,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\B13_Broca\AF_LF_200um_B132024broca_R3of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024broca_R3of3_4x_1000ms_yellow_15126_stats.tif,B13_Broca,"(1762, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
autofluorescence,B13,insula,R1,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\B13_Insula\AF_LF_200um_B132024insula_R1of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024insula_R1of3_4x_1000ms_yellow_15126_stats.tif,B13_Insula,"(2056, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
autofluorescence,B13,insula,R2,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\B13_Insula\AF_LF_200um_B132024insula_R2of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024insula_R2of3_4x_1000ms_yellow_15126_stats.tif,B13_Insula,"(2150, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
autofluorescence,B13,insula,R3,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\B13_Insula\AF_LF_200um_B132024insula_R3of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024insula_R3of3_4x_1000ms_yellow_15126_stats.tif,B13_Insula,"(1840, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
autofluorescence,B13,m1,R1,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\B13_M1\AF_LF_200um_B132024m1_R1of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024m1_R1of3_4x_1000ms_yellow_15126_stats.tif,B13_M1,"(2734, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
autofluorescence,B13,m1,R2,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\B13_M1\AF_LF_200um_B132024m1_R2of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024m1_R2of3_4x_1000ms_yellow_15126_stats.tif,B13_M1,"(2600, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
autofluorescence,B13,m1,R3,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\B13_M1\AF_LF_200um_B132024m1_R3of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024m1_R3of3_4x_1000ms_yellow_15126_stats.tif,B13_M1,"(2624, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
autofluorescence,B13,poscing,R1,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\B13_PosCing\AF_LF_200um_B132024poscing_R1of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024poscing_R1of3_4x_1000ms_yellow_15126_stats.tif,B13_PosCing,"(2167, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
autofluorescence,B13,poscing,R2,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\B13_PosCing\AF_LF_200um_B132024poscing_R2of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024poscing_R2of3_4x_1000ms_yellow_15126_stats.tif,B13_PosCing,"(1632, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
autofluorescence,B13,poscing,R3,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\B13_PosCing\AF_LF_200um_B132024poscing_R3of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024poscing_R3of3_4x_1000ms_yellow_15126_stats.tif,B13_PosCing,"(3078, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
autofluorescence,B13,s1,R1,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\B13_S1\AF_LF_200um_B132024s1_R1of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024s1_R1of3_4x_1000ms_yellow_15126_stats.tif,B13_S1,"(2049, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
autofluorescence,B13,s1,R2,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\B13_S1\AF_LF_200um_B132024s1_R2of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024s1_R2of3_4x_1000ms_yellow_15126_stats.tif,B13_S1,"(2560, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
autofluorescence,B13,s1,R3,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\B13_S1\AF_LF_200um_B132024s1_R3of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024s1_R3of3_4x_1000ms_yellow_15126_stats.tif,B13_S1,"(2284, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
autofluorescence,B13,V1V2,R1,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\B13_V1\AF_LF_200um_B132024V1V2_R1of3_4x_100ms_yellow_15126_stats.tif,AF_LF_200um_B132024V1V2_R1of3_4x_100ms_yellow_15126_stats.tif,B13_V1,"(2040, 300)",uint16,YX,1,ok,,2024,3,200um,4x,100ms,yellow,15126
autofluorescence,B13,V1V2,R2,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\B13_V1\AF_LF_200um_B132024V1V2_R2of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024V1V2_R2of3_4x_1000ms_yellow_15126_stats.tif,B13_V1,"(1701, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
autofluorescence,B13,V1V2,R3,C:\Users\P70089795\Documents\Cortical profiles\corticalprofiles2\Autofluorescence_analysis\B13_V1\AF_LF_200um_B132024V1V2_R3of3_4x_1000ms_yellow_15126_stats.tif,AF_LF_200um_B132024V1V2_R3of3_4x_1000ms_yellow_15126_stats.tif,B13_V1,"(1854, 300)",uint16,YX,1,ok,,2024,3,200um,4x,1000ms,yellow,15126
